ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,account_no,email,First Name,Last Name
7232,1973,Graduation,Widow,55107,0,1,11/2/2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,hdescoteaux@veltech.edu.in,Harris,Descoteaux
8477,1956,Graduation,Divorced,55108,2,1,11/3/2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,jemery@veltech.edu.in,Jazmine,Emery
2457,1975,Basic,Married,55109,0,1,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,spendelton@veltech.edu.in,Sherrie,Pendelton
988,1965,Graduation,Married,55110,0,0,7/5/2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,1.23E+12,zromney@veltech.edu.in,Zaida,Romney
7930,1969,Master,Single,55111,0,0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,1.23E+12,fcoleman@veltech.edu.in,Florencio,Coleman
4587,1944,Master,Widow,55112,0,0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,1.23E+12,vbing@veltech.edu.in,Velva,Bing
6682,1973,Basic,Married,55113,1,0,11/12/2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,yscheetz@veltech.edu.in,Ying,Scheetz
6222,1967,Graduation,Married,55114,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,kshen@veltech.edu.in,Keli,Shen
10299,1969,PhD,Single,55115,0,0,9/11/2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,1.23E+12,mgrajeda@veltech.edu.in,Mitch,Grajeda
3083,1974,Graduation,Married,55116,1,1,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,1.23E+12,bfurness@veltech.edu.in,Bryon,Furness
8953,1965,Master,Single,55117,2,1,6/5/2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,tbertucci@veltech.edu.in,Tamie,Bertucci
1503,1976,PhD,Together,55118,1,1,3/6/2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,1.23E+12,spulido@veltech.edu.in,Shaniqua,Pulido
8650,1978,Graduation,Widow,55119,1,1,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1.23E+12,afarris@veltech.edu.in,Adina,Farris
10862,1960,Master,Married,55120,0,1,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1.23E+12,lconstantino@veltech.edu.in,Landon,Constantino
2782,1961,PhD,Married,55121,0,1,11/7/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1.23E+12,rbatres@veltech.edu.in,Russell,Batres
6941,1971,Graduation,Single,55122,0,0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,lrieke@veltech.edu.in,Leesa,Rieke
10972,1949,Graduation,Widow,55123,0,0,10/3/2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,1.23E+12,hnoblitt@veltech.edu.in,Hank,Noblitt
10708,1978,2n Cycle,Single,55124,1,0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,plamphere@veltech.edu.in,Priscilla,Lamphere
6583,1955,2n Cycle,Married,55125,0,0,3/6/2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,1.23E+12,ccustis@veltech.edu.in,Candida,Custis
3641,1976,Graduation,Married,55126,1,0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1.23E+12,kwilmes@veltech.edu.in,Karon,Wilmes
10156,1975,Graduation,Single,55127,0,1,3/6/2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1.23E+12,pcutler@veltech.edu.in,Prudence,Cutler
4299,1960,Graduation,Together,55128,0,1,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1.23E+12,mkandoll@veltech.edu.in,Myrl,Kandoll
3469,1977,PhD,Divorced,55129,1,1,6/9/2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,1.23E+12,landrews@veltech.edu.in,Lissa,Andrews
5063,1977,Graduation,Single,55130,1,0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,1.23E+12,mranger@veltech.edu.in,Mikel,Ranger
10727,1970,PhD,Married,55131,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,1.23E+12,ytiller@veltech.edu.in,Yuri,Tiller
9624,1958,PhD,Together,55132,0,0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,1.23E+12,jreilley@veltech.edu.in,Jonas,Reilley
5156,1970,2n Cycle,Married,55133,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1.23E+12,ssherlock@veltech.edu.in,Santina,Sherlock
4376,1960,2n Cycle,Single,55134,0,0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,1.23E+12,csnelling@veltech.edu.in,Corrine,Snelling
8923,1973,Graduation,Single,55135,0,0,18-04-2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,1.23E+12,kwierenga@veltech.edu.in,Kara,Wierenga
8461,1962,Graduation,Divorced,55136,2,1,10/3/2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,narroyo@veltech.edu.in,Noriko,Arroyo
6945,1952,Graduation,Single,55137,0,0,4/6/2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,1.23E+12,cbrasch@veltech.edu.in,Caron,Brasch
944,1962,Graduation,Married,55138,0,1,8/1/2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1.23E+12,gfollmer@veltech.edu.in,Geoffrey,Follmer
1907,1950,Master,Divorced,55139,0,1,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1.23E+12,cvasser@veltech.edu.in,Clark,Vasser
701,1971,Graduation,Married,55140,0,1,6/11/2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1.23E+12,wbold@veltech.edu.in,Wanetta,Bold
3856,1960,Graduation,Together,55141,0,1,5/10/2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1.23E+12,mdamron@veltech.edu.in,Maricela,Damron
4149,1948,PhD,Together,55142,0,0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,1.23E+12,lstinchcomb@veltech.edu.in,Lynsey,Stinchcomb
2131,1959,PhD,Divorced,55143,0,1,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1.23E+12,lkline@veltech.edu.in,Lovetta,Kline
2942,1964,Graduation,Single,55144,0,1,7/5/2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1.23E+12,gmoone@veltech.edu.in,Gracia,Moone
1173,1947,Master,Together,55145,0,0,10/3/2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,1.23E+12,lshears@veltech.edu.in,Loma,Shears
4381,1971,PhD,Married,55146,1,1,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,1.23E+12,aphilbrick@veltech.edu.in,Adelle,Philbrick
4611,1970,Graduation,Together,55147,0,0,21-01-2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1.23E+12,cpoehler@veltech.edu.in,Clifford,Poehler
3376,1970,Master,Divorced,55148,1,0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,1.23E+12,sjohnsrud@veltech.edu.in,Sun,Johnsrud
4679,1977,Master,Married,55149,0,1,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1.23E+12,jmarro@veltech.edu.in,Jenell,Marro
10928,1958,Graduation,Together,55150,0,1,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1.23E+12,mstrayer@veltech.edu.in,Mendy,Strayer
4248,1960,Master,Single,55151,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,1.23E+12,hing@veltech.edu.in,Harriette,Ing
6728,1985,Graduation,Together,55152,1,0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,1.23E+12,vdomenech@veltech.edu.in,Veola,Domenech
6661,1974,Graduation,Married,55153,0,1,12/8/2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1.23E+12,dchabot@veltech.edu.in,Denisha,Chabot
4725,1950,PhD,Together,55154,0,1,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,1.23E+12,ccarollo@veltech.edu.in,Corrina,Carollo
3277,1955,Graduation,Divorced,55155,0,1,3/8/2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1.23E+12,cfike@veltech.edu.in,Cassandra,Fike
5555,1975,Graduation,Divorced,55156,0,0,7/2/2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,1.23E+12,jpinedo@veltech.edu.in,Johnson,Pinedo
2564,1953,Graduation,Together,55157,0,1,4/1/2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,1.23E+12,egessner@veltech.edu.in,Emery,Gessner
946,1958,2n Cycle,Together,55158,0,0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,1.23E+12,gslaton@veltech.edu.in,Gaynelle,Slaton
3867,1947,PhD,Together,55159,0,1,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,1.23E+12,ahipps@veltech.edu.in,Alysia,Hipps
6940,1966,PhD,Single,55160,1,2,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,1.23E+12,dkeeler@veltech.edu.in,Deeann,Keeler
55,1963,Graduation,Together,55161,0,1,7/12/2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,1.23E+12,lharvard@veltech.edu.in,Lilliam,Harvard
7093,1985,Graduation,Married,55162,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,ssyed@veltech.edu.in,Shara,Syed
5084,1975,Graduation,Widow,55163,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,1.23E+12,lfroman@veltech.edu.in,Lorinda,Froman
1777,1980,Basic,Married,55164,0,0,7/9/2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,bbriganti@veltech.edu.in,Bonita,Briganti
8162,1956,Master,Together,55165,0,0,1/1/2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1.23E+12,ksimons@veltech.edu.in,Kendall,Simons
10826,1959,Graduation,Married,55166,0,0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,1.23E+12,lseabrooks@veltech.edu.in,Lakenya,Seabrooks
8754,1974,PhD,Together,55167,0,1,16-05-2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,jgourlay@veltech.edu.in,Jammie,Gourlay
1987,1987,Basic,Single,55168,1,0,25-09-2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1.23E+12,ajuergens@veltech.edu.in,Arlean,Juergens
11007,1968,PhD,Married,55169,1,0,9/5/2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,bwehmeyer@veltech.edu.in,Boyce,Wehmeyer
7426,1971,2n Cycle,Married,55170,1,1,7/11/2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,1.23E+12,sgalyean@veltech.edu.in,Sindy,Galyean
9153,1964,PhD,Married,55171,0,1,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,1.23E+12,lbullard@veltech.edu.in,Louis,Bullard
10379,1962,Master,Single,55172,0,2,8/11/2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,1.23E+12,vnoonkester@veltech.edu.in,Vita,Noonkester
9204,1970,Graduation,Widow,55173,0,1,12/9/2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,1.23E+12,llesniak@veltech.edu.in,Lakeesha,Lesniak
3197,1980,Graduation,Married,55174,0,1,16-12-2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,1.23E+12,clarry@veltech.edu.in,Charlette,Larry
2920,1975,PhD,Single,55175,0,1,1/12/2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,1.23E+12,habadie@veltech.edu.in,Heidi,Abadie
6961,1974,Graduation,Married,55176,2,0,22-05-2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1.23E+12,smedders@veltech.edu.in,Shandi,Medders
4673,1963,PhD,Married,55177,0,1,30-10-2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1.23E+12,jseverino@veltech.edu.in,Jenny,Severino
9937,1979,Graduation,Single,55178,0,0,2/1/2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,1.23E+12,pmarley@veltech.edu.in,Patience,Marley
8779,1985,2n Cycle,Married,55179,1,0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,1.23E+12,lwolter@veltech.edu.in,Lily,Wolter
9596,1980,PhD,Single,55180,0,0,23-12-2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,1.23E+12,rdiem@veltech.edu.in,Robbyn,Diem
2891,1963,Graduation,Divorced,55181,0,1,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,1.23E+12,olaclair@veltech.edu.in,Odette,Laclair
4910,1967,Graduation,Divorced,55182,0,0,30-08-2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,1.23E+12,cstern@veltech.edu.in,Charlsie,Stern
75,1982,2n Cycle,Together,55183,0,0,25-07-2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,1.23E+12,adresel@veltech.edu.in,Anne,Dresel
10120,1955,Graduation,Together,55184,0,1,24-10-2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,1.23E+12,jsmiley@veltech.edu.in,Josefina,Smiley
6327,1967,Graduation,Together,55185,0,0,19-12-2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1.23E+12,lmehr@veltech.edu.in,Lisette,Mehr
10142,1976,PhD,Divorced,55186,0,1,7/3/2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,1.23E+12,ssiers@veltech.edu.in,Sherryl,Siers
9826,1972,PhD,Single,55187,0,0,12/9/2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,1.23E+12,vbrayman@veltech.edu.in,Velia,Brayman
1501,1982,PhD,Married,55188,0,0,4/8/2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,1.23E+12,lpan@veltech.edu.in,Lyn,Pan
10767,1989,PhD,Together,55189,0,0,16-05-2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,1.23E+12,cbessey@veltech.edu.in,Caitlin,Bessey
7279,1969,PhD,Together,55190,0,0,30-09-2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,1.23E+12,croder@veltech.edu.in,Cristine,Roder
7230,1960,PhD,Divorced,55191,0,1,4/10/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,1.23E+12,csward@veltech.edu.in,Claire,Sward
143,1970,Graduation,Single,55192,0,0,25-08-2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,1.23E+12,akovach@veltech.edu.in,Adelle,Kovach
450,1958,Master,Together,55193,0,1,12/7/2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,1.23E+12,mkear@veltech.edu.in,Melissa,Kear
9316,1952,Basic,Together,55194,0,0,2/11/2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1.23E+12,rflagg@veltech.edu.in,Rosetta,Flagg
6379,1949,Master,Widow,55195,1,1,29-05-2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,1.23E+12,kkoffler@veltech.edu.in,Kina,Koffler
9239,1961,Master,Married,55196,0,2,26-07-2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,1.23E+12,lsilver@veltech.edu.in,Lang,Silver
8315,1995,Graduation,Single,55197,0,0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1.23E+12,rlentine@veltech.edu.in,Regina,Lentine
2868,1949,PhD,Single,55198,1,1,8/4/2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,1.23E+12,vcartledge@veltech.edu.in,Viki,Cartledge
10888,1961,Graduation,Single,55199,0,0,3/11/2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,1.23E+12,baasen@veltech.edu.in,Brett,Aasen
1277,1960,Graduation,Together,55200,0,0,9/4/2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1.23E+12,gmaine@veltech.edu.in,Glynda,Maine
9977,1973,Graduation,Divorced,55201,0,1,17-09-2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,1.23E+12,jhasler@veltech.edu.in,Joane,Hasler
10196,1978,Graduation,Married,55202,2,0,12/3/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,1.23E+12,svarnell@veltech.edu.in,Sook,Varnell
6384,1978,Graduation,Divorced,55203,0,1,11/2/2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1.23E+12,pleanos@veltech.edu.in,Priscila,Leanos
8029,1988,Master,Single,55204,0,0,29-04-2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,1.23E+12,edeslauriers@veltech.edu.in,Evan,Deslauriers
968,1968,Master,Divorced,55205,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,1.23E+12,lhuddleston@veltech.edu.in,Luz,Huddleston
6988,1986,Graduation,Married,55206,1,0,10/1/2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1.23E+12,jmontag@veltech.edu.in,Joann,Montag
4472,1970,PhD,Divorced,55207,1,0,27-06-2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,1.23E+12,jpfeil@veltech.edu.in,Jeannine,Pfeil
6991,1951,Graduation,Divorced,55208,0,1,10/4/2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,1.23E+12,rbatdorf@veltech.edu.in,Raina,Batdorf
3336,1948,PhD,Together,55209,0,1,21-11-2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,1.23E+12,mlossing@veltech.edu.in,Madge,Lossing
4301,1971,Master,Married,55210,1,0,10/1/2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1.23E+12,vlopez@veltech.edu.in,Vannessa,Lopez
1940,1986,Graduation,Married,55211,1,0,12/7/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1.23E+12,ibumbrey@veltech.edu.in,Irvin,Bumbrey
1272,1965,Master,Single,55212,0,1,21-10-2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,1.23E+12,csalinas@veltech.edu.in,Candida,Salinas
1388,1975,Graduation,Single,55213,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1.23E+12,nbremer@veltech.edu.in,Natalya,Bremer
1044,1953,Graduation,Together,55214,0,0,14-05-2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,1.23E+12,sbrook@veltech.edu.in,Shalon,Brook
6969,1982,Graduation,Together,55215,1,0,7/8/2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,1.23E+12,kclepper@veltech.edu.in,Kathaleen,Clepper
10479,1975,PhD,Married,55216,0,0,7/12/2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1.23E+12,fdionne@veltech.edu.in,Fausto,Dionne
3619,1960,2n Cycle,Divorced,55217,0,0,23-09-2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,1.23E+12,hkitch@veltech.edu.in,Hildegarde,Kitch
1715,1978,Graduation,Together,55218,1,0,11/2/2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,jcelestin@veltech.edu.in,Jarrett,Celestin
10159,1970,Graduation,Divorced,55219,0,1,31-03-2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,1.23E+12,dwind@veltech.edu.in,Deneen,Wind
1463,1958,Graduation,Single,55220,1,1,29-03-2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,bratchford@veltech.edu.in,Bradly,Ratchford
5114,1965,Master,Married,55221,0,1,19-12-2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,1.23E+12,gmodica@veltech.edu.in,Gayle,Modica
4990,1954,Graduation,Married,55222,0,0,2/5/2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,1.23E+12,mwyrick@veltech.edu.in,Miles,Wyrick
4329,1984,PhD,Married,55223,1,0,23-05-2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1.23E+12,hcousin@veltech.edu.in,Hilton,Cousin
10936,1965,Graduation,Married,55224,0,0,13-02-2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,1.23E+12,padcock@veltech.edu.in,Porsha,Adcock
4692,1976,Graduation,Married,55225,1,0,1/8/2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,1.23E+12,rglavin@veltech.edu.in,Renita,Glavin
7212,1966,Graduation,Married,55226,0,1,8/6/2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1.23E+12,hyetter@veltech.edu.in,Hannelore,Yetter
6086,1955,Graduation,Married,55227,0,0,23-11-2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,1.23E+12,ncane@veltech.edu.in,Norine,Cane
437,1976,Master,Divorced,55228,0,0,25-01-2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1.23E+12,fszabo@veltech.edu.in,Faustina,Szabo
11171,1965,Master,Married,55229,2,1,11/10/2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,1.23E+12,jluque@veltech.edu.in,Jeraldine,Luque
11101,1991,Graduation,Together,55230,0,0,15-04-2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,1.23E+12,eprager@veltech.edu.in,Elza,Prager
5329,1949,PhD,Divorced,55231,1,1,27-09-2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,1.23E+12,jgrimm@veltech.edu.in,Jodee,Grimm
610,1953,PhD,Together,55232,1,1,7/8/2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,1.23E+12,amcpherson@veltech.edu.in,Alba,Mcpherson
9384,1978,Graduation,Married,55233,1,1,12/6/2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,1.23E+12,taddington@veltech.edu.in,Tinisha,Addington
5956,1948,PhD,Divorced,55234,1,2,16-10-2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,1.23E+12,mandino@veltech.edu.in,Myrtice,Andino
10430,1973,Graduation,Divorced,55235,1,1,9/10/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,1.23E+12,kgebo@veltech.edu.in,Kathern,Gebo
7875,1949,Graduation,Married,55236,0,0,29-04-2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,1.23E+12,arazo@veltech.edu.in,Almeta,Razo
7072,1973,Graduation,Married,55237,0,1,29-03-2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,1.23E+12,jthrelkeld@veltech.edu.in,Jared,Threlkeld
6255,1952,Master,Together,55238,0,1,3/6/2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,1.23E+12,lhough@veltech.edu.in,Lashawna,Hough
6516,1989,Basic,Married,55239,1,0,18-03-2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1.23E+12,ktow@veltech.edu.in,Kristi,Tow
5564,1969,Graduation,Together,55240,0,1,9/8/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,1.23E+12,llefevers@veltech.edu.in,Luther,Lefevers
5682,1953,PhD,Single,55241,0,1,23-03-2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,1.23E+12,wlarkin@veltech.edu.in,Wilmer,Larkin
7458,1956,Master,Together,55242,1,1,6/3/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,1.23E+12,cscalf@veltech.edu.in,Cammy,Scalf
